,,Ship Mode,First Class,,,Same Day,,,Second Class,,,Standard Class,,
2722,US-2014-170590,22-Mar-21,,2.344,,,,,,,,2.808,,
2723,US-2014-170591,23-Mar-21,,2.344,,,,,,,,2.808,,
2724,US-2014-170592,24-Mar-21,,2.344,,,,,,,,2.808,,
2725,US-2014-170593,25-Mar-21,,2.344,,,,,,,,2.808,,
2726,US-2014-170594,26-Mar-21,,2.344,,,,,,,,2.808,,
2727,US-2014-170595,27-Mar-21,,2.344,,,,,,,,2.808,,
2728,US-2014-170596,28-Mar-21,,2.344,,,,,,,,2.808,,
2729,US-2014-170597,29-Mar-21,,2.344,,,,,,,,2.808,,
2730,US-2014-170598,30-Mar-21,,2.344,,,,,,,,2.808,,
2731,US-2014-170599,31-Mar-21,,2.344,,,,,,,,2.808,,
2732,US-2014-170600,1-Apr-21,,2.344,,,,,,,,2.808,,
2733,US-2014-170601,2-Apr-21,,2.344,,,,,,,,2.808,,
2734,US-2014-170602,3-Apr-21,,2.344,,,,,,,,2.808,,
2735,US-2014-170603,4-Apr-21,,2.344,,,,,,,,2.808,,
2736,US-2014-170604,5-Apr-21,,2.344,,,,,,,,2.808,,
2737,US-2014-170605,6-Apr-21,,2.344,,,,,,,,2.808,,
2738,US-2014-170606,7-Apr-21,,2.344,,,,,,,,2.808,,
2739,US-2014-170607,8-Apr-21,,2.344,,,,,,,,2.808,,
2740,US-2014-170608,9-Apr-21,,2.344,,,,,,,,2.808,,
2741,US-2014-170609,10-Apr-21,,2.344,,,,,,,,2.808,,
2742,US-2014-170610,11-Apr-21,,2.344,,,,,,,,2.808,,
2743,US-2014-170611,12-Apr-21,,2.344,,,,,,,,2.808,,
2744,US-2014-170612,13-Apr-21,,2.344,,,,,,,,2.808,,
2745,US-2014-170613,14-Apr-21,,2.344,,,,,,,,2.808,,
2746,US-2014-170614,15-Apr-21,,2.344,,,,,,,,2.808,,
2747,US-2014-170615,16-Apr-21,,2.344,,,,,,,,2.808,,
2748,US-2014-170616,17-Apr-21,,2.344,,,,,,,,2.808,,
2749,US-2014-170617,18-Apr-21,,2.344,,,,,,,,2.808,,
2750,US-2014-170618,19-Apr-21,,2.344,,,,,,,,2.808,,
2751,US-2014-170619,20-Apr-21,,2.344,,,,,,,,2.808,,
2752,US-2014-170620,21-Apr-21,,2.344,,,,,,,,2.808,,
2753,US-2014-170621,22-Apr-21,,2.344,,,,,,,,2.808,,
2754,US-2014-170622,23-Apr-21,,2.344,,,,,,,,2.808,,
2755,US-2014-170623,24-Apr-21,,2.344,,,,,,,,2.808,,
2756,US-2014-170624,25-Apr-21,,2.344,,,,,,,,2.808,,
2757,US-2014-170625,26-Apr-21,,2.344,,,,,,,,2.808,,
2758,US-2014-170626,27-Apr-21,,2.344,,,,,,,,2.808,,
2759,US-2014-170627,28-Apr-21,,2.344,,,,,,,,2.808,,
2760,US-2014-170628,29-Apr-21,,2.344,,,,,,,,2.808,,
2761,US-2014-170629,30-Apr-21,,2.344,,,,,,,,2.808,,
2762,US-2014-170630,1-May-21,,2.344,,,,,,,,2.808,,
2763,US-2014-170631,2-May-21,,2.344,,,,,,,,2.808,,
2764,US-2014-170632,3-May-21,,2.344,,,,,,,,2.808,,
2765,US-2014-170633,4-May-21,,2.344,,,,,,,,2.808,,
2766,US-2014-170634,5-May-21,,2.344,,,,,,,,2.808,,
2767,US-2014-170635,6-May-21,,2.344,,,,,,,,2.808,,
2768,US-2014-170636,7-May-21,,2.344,,,,,,,,2.808,,
2769,US-2014-170637,8-May-21,,2.344,,,,,,,,2.808,,
2770,US-2014-170638,9-May-21,,2.344,,,,,,,,2.808,,
2771,US-2014-170639,10-May-21,,2.344,,,,,,,,2.808,,
2772,US-2014-170640,11-May-21,,2.344,,,,,,,,2.808,,
2773,US-2014-170641,12-May-21,,2.344,,,,,,,,2.808,,
2774,US-2014-170642,13-May-21,,2.344,,,,,,,,2.808,,
2775,US-2014-170643,14-May-21,,2.344,,,,,,,,2.808,,
2776,US-2014-170644,15-May-21,,2.344,,,,,,,,2.808,,
2777,US-2014-170645,16-May-21,,2.344,,,,,,,,2.808,,
2778,US-2014-170646,17-May-21,,2.344,,,,,,,,2.808,,
2779,US-2014-170647,18-May-21,,2.344,,,,,,,,2.808,,
2780,US-2014-170648,19-May-21,,2.344,,,,,,,,2.808,,
2781,US-2014-170649,20-May-21,,2.344,,,,,,,,2.808,,
2782,US-2014-170650,21-May-21,,2.344,,,,,,,,2.808,,
2783,US-2014-170651,22-May-21,,2.344,,,,,,,,2.808,,
2784,US-2014-170652,23-May-21,,2.344,,,,,,,,2.808,,
2785,US-2014-170653,24-May-21,,2.344,,,,,,,,2.808,,
2786,US-2014-170654,25-May-21,,2.344,,,,,,,,2.808,,
2787,US-2014-170655,26-May-21,,2.344,,,,,,,,2.808,,
2788,US-2014-170656,27-May-21,,2.344,,,,,,,,2.808,,
2789,US-2014-170657,28-May-21,,2.344,,,,,,,,2.808,,
2790,US-2014-170658,29-May-21,,2.344,,,,,,,,2.808,,
2791,US-2014-170659,30-May-21,,2.344,,,,,,,,2.808,,
2792,US-2014-170660,31-May-21,,2.344,,,,,,,,2.808,,
2793,US-2014-170661,1-Jun-21,,2.344,,,,,,,,2.808,,
2794,US-2014-170662,2-Jun-21,,2.344,,,,,,,,2.808,,
2795,US-2014-170663,3-Jun-21,,2.344,,,,,,,,2.808,,
2796,US-2014-170664,4-Jun-21,,2.344,,,,,,,,2.808,,
2797,US-2014-170665,5-Jun-21,,2.344,,,,,,,,2.808,,
2798,US-2014-170666,6-Jun-21,,2.344,,,,,,,,2.808,,
2799,US-2014-170667,7-Jun-21,,2.344,,,,,,,,2.808,,
2800,US-2014-170668,8-Jun-21,,2.344,,,,,,,,2.808,,
2801,US-2014-170669,9-Jun-21,,2.344,,,,,,,,2.808,,
2802,US-2014-170670,10-Jun-21,,2.344,,,,,,,,2.808,,
2803,US-2014-170671,11-Jun-21,,2.344,,,,,,,,2.808,,
2804,US-2014-170672,12-Jun-21,,2.344,,,,,,,,2.808,,
2805,US-2014-170673,13-Jun-21,,2.344,,,,,,,,2.808,,
2806,US-2014-170674,14-Jun-21,,2.344,,,,,,,,2.808,,
2807,US-2014-170675,15-Jun-21,,2.344,,,,,,,,2.808,,
2808,US-2014-170676,16-Jun-21,,2.344,,,,,,,,2.808,,
2809,US-2014-170677,17-Jun-21,,2.344,,,,,,,,2.808,,
2810,US-2014-170678,18-Jun-21,,2.344,,,,,,,,2.808,,
2811,US-2014-170679,19-Jun-21,,2.344,,,,,,,,2.808,,
2812,US-2014-170680,20-Jun-21,,2.344,,,,,,,,2.808,,
2813,US-2014-170681,21-Jun-21,,2.344,,,,,,,,2.808,,
2814,US-2014-170682,22-Jun-21,,2.344,,,,,,,,2.808,,
2815,US-2014-170683,23-Jun-21,,2.344,,,,,,,,2.808,,
2816,US-2014-170684,24-Jun-21,,2.344,,,,,,,,2.808,,
2817,US-2014-170685,25-Jun-21,,2.344,,,,,,,,2.808,,
2818,US-2014-170686,26-Jun-21,,2.344,,,,,,,,2.808,,
2819,US-2014-170687,27-Jun-21,,2.344,,,,,,,,2.808,,
2820,US-2014-170688,28-Jun-21,,2.344,,,,,,,,2.808,,
2821,US-2014-170689,29-Jun-21,,2.344,,,,,,,,2.808,,
2822,US-2014-170690,30-Jun-21,,2.344,,,,,,,,2.808,,
2823,US-2014-170691,1-Jul-21,,2.344,,,,,,,,2.808,,
2824,US-2014-170692,2-Jul-21,,2.344,,,,,,,,2.808,,
2825,US-2014-170693,3-Jul-21,,2.344,,,,,,,,2.808,,
2826,US-2014-170694,4-Jul-21,,2.344,,,,,,,,2.808,,
2827,US-2014-170695,5-Jul-21,,2.344,,,,,,,,2.808,,
2828,US-2014-170696,6-Jul-21,,2.344,,,,,,,,2.808,,
2829,US-2014-170697,7-Jul-21,,2.344,,,,,,,,2.808,,
2830,US-2014-170698,8-Jul-21,,2.344,,,,,,,,2.808,,
2831,US-2014-170699,9-Jul-21,,2.344,,,,,,,,2.808,,
2832,US-2014-170700,10-Jul-21,,2.344,,,,,,,,2.808,,
2833,US-2014-170701,11-Jul-21,,2.344,,,,,,,,2.808,,
2834,US-2014-170702,12-Jul-21,,2.344,,,,,,,,2.808,,
2835,US-2014-170703,13-Jul-21,,2.344,,,,,,,,2.808,,
2836,US-2014-170704,14-Jul-21,,2.344,,,,,,,,2.808,,
2837,US-2014-170705,15-Jul-21,,2.344,,,,,,,,2.808,,
2838,US-2014-170706,16-Jul-21,,2.344,,,,,,,,2.808,,
2839,US-2014-170707,17-Jul-21,,2.344,,,,,,,,2.808,,
2840,US-2014-170708,18-Jul-21,,2.344,,,,,,,,2.808,,
2841,US-2014-170709,19-Jul-21,,2.344,,,,,,,,2.808,,
2842,US-2014-170710,20-Jul-21,,2.344,,,,,,,,2.808,,
2843,US-2014-170711,21-Jul-21,,2.344,,,,,,,,2.808,,
2844,US-2014-170712,22-Jul-21,,2.344,,,,,,,,2.808,,
2845,US-2014-170713,23-Jul-21,,2.344,,,,,,,,2.808,,
2846,US-2014-170714,24-Jul-21,,2.344,,,,,,,,2.808,,
2847,US-2014-170715,25-Jul-21,,2.344,,,,,,,,2.808,,
2848,US-2014-170716,26-Jul-21,,2.344,,,,,,,,2.808,,
2849,US-2014-170717,27-Jul-21,,2.344,,,,,,,,2.808,,
2850,US-2014-170718,28-Jul-21,,2.344,,,,,,,,2.808,,
2851,US-2014-170719,29-Jul-21,,2.344,,,,,,,,2.808,,
2852,US-2014-170720,30-Jul-21,,2.344,,,,,,,,2.808,,
2853,US-2014-170721,31-Jul-21,,2.344,,,,,,,,2.808,,
2854,US-2014-170722,1-Aug-21,,2.344,,,,,,,,2.808,,
2855,US-2014-170723,2-Aug-21,,2.344,,,,,,,,2.808,,
2856,US-2014-170724,3-Aug-21,,2.344,,,,,,,,2.808,,
2857,US-2014-170725,4-Aug-21,,2.344,,,,,,,,2.808,,
2858,US-2014-170726,5-Aug-21,,2.344,,,,,,,,2.808,,
2859,US-2014-170727,6-Aug-21,,2.344,,,,,,,,2.808,,
2860,US-2014-170728,7-Aug-21,,2.344,,,,,,,,2.808,,
2861,US-2014-170729,8-Aug-21,,2.344,,,,,,,,2.808,,
2862,US-2014-170730,9-Aug-21,,2.344,,,,,,,,2.808,,
2863,US-2014-170731,10-Aug-21,,2.344,,,,,,,,2.808,,
2864,US-2014-170732,11-Aug-21,,2.344,,,,,,,,2.808,,
2865,US-2014-170733,12-Aug-21,,2.344,,,,,,,,2.808,,
2866,US-2014-170734,13-Aug-21,,2.344,,,,,,,,2.808,,
2867,US-2014-170735,14-Aug-21,,2.344,,,,,,,,2.808,,
2868,US-2014-170736,15-Aug-21,,2.344,,,,,,,,2.808,,
2869,US-2014-170737,16-Aug-21,,2.344,,,,,,,,2.808,,
2870,US-2014-170738,17-Aug-21,,2.344,,,,,,,,2.808,,
2871,US-2014-170739,18-Aug-21,,2.344,,,,,,,,2.808,,
2872,US-2014-170740,19-Aug-21,,2.344,,,,,,,,2.808,,
2873,US-2014-170741,20-Aug-21,,2.344,,,,,,,,2.808,,
2874,US-2014-170742,21-Aug-21,,2.344,,,,,,,,2.808,,
2875,US-2014-170743,22-Aug-21,,2.344,,,,,,,,2.808,,
2876,US-2014-170744,23-Aug-21,,2.344,,,,,,,,2.808,,
2877,US-2014-170745,24-Aug-21,,2.344,,,,,,,,2.808,,
2878,US-2014-170746,25-Aug-21,,2.344,,,,,,,,2.808,,
2879,US-2014-170747,26-Aug-21,,2.344,,,,,,,,2.808,,
2880,US-2014-170748,27-Aug-21,,2.344,,,,,,,,2.808,,
2881,US-2014-170749,28-Aug-21,,2.344,,,,,,,,2.808,,
2882,US-2014-170750,29-Aug-21,,2.344,,,,,,,,2.808,,
2883,US-2014-170751,30-Aug-21,,2.344,,,,,,,,2.808,,
2884,US-2014-170752,31-Aug-21,,2.344,,,,,,,,2.808,,
2885,US-2014-170753,1-Sep-21,,2.344,,,,,,,,2.808,,
2886,US-2014-170754,2-Sep-21,,2.344,,,,,,,,2.808,,
2887,US-2014-170755,3-Sep-21,,2.344,,,,,,,,2.808,,
2888,US-2014-170756,4-Sep-21,,2.344,,,,,,,,2.808,,
2889,US-2014-170757,5-Sep-21,,2.344,,,,,,,,2.808,,
2890,US-2014-170758,6-Sep-21,,2.344,,,,,,,,2.808,,
2891,US-2014-170759,7-Sep-21,,2.344,,,,,,,,2.808,,
2892,US-2014-170760,8-Sep-21,,2.344,,,,,,,,2.808,,
2893,US-2014-170761,9-Sep-21,,2.344,,,,,,,,2.808,,
2894,US-2014-170762,10-Sep-21,,2.344,,,,,,,,2.808,,
2895,US-2014-170763,11-Sep-21,,2.344,,,,,,,,2.808,,
2896,US-2014-170764,12-Sep-21,,2.344,,,,,,,,2.808,,
2897,US-2014-170765,13-Sep-21,,2.344,,,,,,,,2.808,,
2898,US-2014-170766,14-Sep-21,,2.344,,,,,,,,2.808,,
2899,US-2014-170767,15-Sep-21,,2.344,,,,,,,,2.808,,
2900,US-2014-170768,16-Sep-21,,2.344,,,,,,,,2.808,,
2901,US-2014-170769,17-Sep-21,,2.344,,,,,,,,2.808,,
2902,US-2014-170770,18-Sep-21,,2.344,,,,,,,,2.808,,
2903,US-2014-170771,19-Sep-21,,2.344,,,,,,,,2.808,,
2904,US-2014-170772,20-Sep-21,,2.344,,,,,,,,2.808,,
2905,US-2014-170773,21-Sep-21,,2.344,,,,,,,,2.808,,
2906,US-2014-170774,22-Sep-21,,2.344,,,,,,,,2.808,,
2907,US-2014-170775,23-Sep-21,,2.344,,,,,,,,2.808,,
2908,US-2014-170776,24-Sep-21,,2.344,,,,,,,,2.808,,
2909,US-2014-170777,25-Sep-21,,2.344,,,,,,,,2.808,,
2910,US-2014-170778,26-Sep-21,,2.344,,,,,,,,2.808,,
2911,US-2014-170779,27-Sep-21,,2.344,,,,,,,,2.808,,
2912,US-2014-170780,28-Sep-21,,2.344,,,,,,,,2.808,,
2913,US-2014-170781,29-Sep-21,,2.344,,,,,,,,2.808,,
2914,US-2014-170782,30-Sep-21,,2.344,,,,,,,,2.808,,
2915,US-2014-170783,1-Oct-21,,2.344,,,,,,,,2.808,,
2916,US-2014-170784,2-Oct-21,,2.344,,,,,,,,2.808,,
2917,US-2014-170785,3-Oct-21,,2.344,,,,,,,,2.808,,
2918,US-2014-170786,4-Oct-21,,2.344,,,,,,,,2.808,,
2919,US-2014-170787,5-Oct-21,,2.344,,,,,,,,2.808,,
2920,US-2014-170788,6-Oct-21,,2.344,,,,,,,,2.808,,
2921,US-2014-170789,7-Oct-21,,2.344,,,,,,,,2.808,,
2922,US-2014-170790,8-Oct-21,,2.344,,,,,,,,2.808,,
2923,US-2014-170791,9-Oct-21,,2.344,,,,,,,,2.808,,
2924,US-2014-170792,10-Oct-21,,2.344,,,,,,,,2.808,,
2925,US-2014-170793,11-Oct-21,,2.344,,,,,,,,2.808,,
2926,US-2014-170794,12-Oct-21,,2.344,,,,,,,,2.808,,
2927,US-2014-170795,13-Oct-21,,2.344,,,,,,,,2.808,,
2928,US-2014-170796,14-Oct-21,,2.344,,,,,,,,2.808,,
2929,US-2014-170797,15-Oct-21,,2.344,,,,,,,,2.808,,
2930,US-2014-170798,16-Oct-21,,2.344,,,,,,,,2.808,,
2931,US-2014-170799,17-Oct-21,,2.344,,,,,,,,2.808,,
2932,US-2014-170800,18-Oct-21,,2.344,,,,,,,,2.808,,
2933,US-2014-170801,19-Oct-21,,2.344,,,,,,,,2.808,,
2934,US-2014-170802,20-Oct-21,,2.344,,,,,,,,2.808,,
2935,US-2014-170803,21-Oct-21,,2.344,,,,,,,,2.808,,
2936,US-2014-170804,22-Oct-21,,2.344,,,,,,,,2.808,,
2937,US-2014-170805,23-Oct-21,,2.344,,,,,,,,2.808,,
2938,US-2014-170806,24-Oct-21,,2.344,,,,,,,,2.808,,
2939,US-2014-170807,25-Oct-21,,2.344,,,,,,,,2.808,,
2940,US-2014-170808,26-Oct-21,,2.344,,,,,,,,2.808,,
2941,US-2014-170809,27-Oct-21,,2.344,,,,,,,,2.808,,
2942,US-2014-170810,28-Oct-21,,2.344,,,,,,,,2.808,,
2943,US-2014-170811,29-Oct-21,,2.344,,,,,,,,2.808,,
2944,US-2014-170812,30-Oct-21,,2.344,,,,,,,,2.808,,
2945,US-2014-170813,31-Oct-21,,2.344,,,,,,,,2.808,,
2946,US-2014-170814,1-Nov-21,,2.344,,,,,,,,2.808,,
2947,US-2014-170815,2-Nov-21,,2.344,,,,,,,,2.808,,
2948,US-2014-170816,3-Nov-21,,2.344,,,,,,,,2.808,,
2949,US-2014-170817,4-Nov-21,,2.344,,,,,,,,2.808,,
2950,US-2014-170818,5-Nov-21,,2.344,,,,,,,,2.808,,
2951,US-2014-170819,6-Nov-21,,2.344,,,,,,,,2.808,,
2952,US-2014-170820,7-Nov-21,,2.344,,,,,,,,2.808,,
2953,US-2014-170821,8-Nov-21,,2.344,,,,,,,,2.808,,
2954,US-2014-170822,9-Nov-21,,2.344,,,,,,,,2.808,,
2955,US-2014-170823,10-Nov-21,,2.344,,,,,,,,2.808,,
2956,US-2014-170824,11-Nov-21,,2.344,,,,,,,,2.808,,
2957,US-2014-170825,12-Nov-21,,2.344,,,,,,,,2.808,,
2958,US-2014-170826,13-Nov-21,,2.344,,,,,,,,2.808,,
2959,US-2014-170827,14-Nov-21,,2.344,,,,,,,,2.808,,
2960,US-2014-170828,15-Nov-21,,2.344,,,,,,,,2.808,,
2961,US-2014-170829,16-Nov-21,,2.344,,,,,,,,2.808,,
2962,US-2014-170830,17-Nov-21,,2.344,,,,,,,,2.808,,
2963,US-2014-170831,18-Nov-21,,2.344,,,,,,,,2.808,,
2964,US-2014-170832,19-Nov-21,,2.344,,,,,,,,2.808,,
2965,US-2014-170833,20-Nov-21,,2.344,,,,,,,,2.808,,
2966,US-2014-170834,21-Nov-21,,2.344,,,,,,,,2.808,,
2967,US-2014-170835,22-Nov-21,,2.344,,,,,,,,2.808,,
2968,US-2014-170836,23-Nov-21,,2.344,,,,,,,,2.808,,
2969,US-2014-170837,24-Nov-21,,2.344,,,,,,,,2.808,,
2970,US-2014-170838,25-Nov-21,,2.344,,,,,,,,2.808,,
2971,US-2014-170839,26-Nov-21,,2.344,,,,,,,,2.808,,
2972,US-2014-170840,27-Nov-21,,2.344,,,,,,,,2.808,,
2973,US-2014-170841,28-Nov-21,,2.344,,,,,,,,2.808,,
2974,US-2014-170842,29-Nov-21,,2.344,,,,,,,,2.808,,
2975,US-2014-170843,30-Nov-21,,2.344,,,,,,,,2.808,,
2976,US-2014-170844,1-Dec-21,,2.344,,,,,,,,2.808,,
2977,US-2014-170845,2-Dec-21,,2.344,,,,,,,,2.808,,
2978,US-2014-170846,3-Dec-21,,2.344,,,,,,,,2.808,,
2979,US-2014-170847,4-Dec-21,,2.344,,,,,,,,2.808,,
2980,US-2014-170848,5-Dec-21,,2.344,,,,,,,,2.808,,
2981,US-2014-170849,6-Dec-21,,2.344,,,,,,,,2.808,,
2982,US-2014-170850,7-Dec-21,,2.344,,,,,,,,2.808,,
2983,US-2014-170851,8-Dec-21,,2.344,,,,,,,,2.808,,
2984,US-2014-170852,9-Dec-21,,2.344,,,,,,,,2.808,,
2985,US-2014-170853,10-Dec-21,,2.344,,,,,,,,2.808,,
2986,US-2014-170854,11-Dec-21,,2.344,,,,,,,,2.808,,
2987,US-2014-170855,12-Dec-21,,2.344,,,,,,,,2.808,,
2988,US-2014-170856,13-Dec-21,,2.344,,,,,,,,2.808,,
2989,US-2014-170857,14-Dec-21,,2.344,,,,,,,,2.808,,
2990,US-2014-170858,15-Dec-21,,2.344,,,,,,,,2.808,,
2991,US-2014-170859,16-Dec-21,,2.344,,,,,,,,2.808,,
2992,US-2014-170860,17-Dec-21,,2.344,,,,,,,,2.808,,
2993,US-2014-170861,18-Dec-21,,2.344,,,,,,,,2.808,,
2994,US-2014-170862,19-Dec-21,,2.344,,,,,,,,2.808,,
2995,US-2014-170863,20-Dec-21,,2.344,,,,,,,,2.808,,
2996,US-2014-170864,21-Dec-21,,2.344,,,,,,,,2.808,,
2997,US-2014-170865,22-Dec-21,,2.344,,,,,,,,2.808,,
2998,US-2014-170866,23-Dec-21,,2.344,,,,,,,,2.808,,
2999,US-2014-170867,24-Dec-21,,2.344,,,,,,,,2.808,,
3000,US-2014-170868,25-Dec-21,,2.344,,,,,,,,2.808,,
3001,US-2014-170869,26-Dec-21,,2.344,,,,,,,,2.808,,
3002,US-2014-170870,27-Dec-21,,2.344,,,,,,,,2.808,,
3003,US-2014-170871,28-Dec-21,,2.344,,,,,,,,2.808,,
3004,US-2014-170872,29-Dec-21,,2.344,,,,,,,,2.808,,
3005,US-2014-170873,30-Dec-21,,2.344,,,,,,,,2.808,,
3006,US-2014-170874,31-Dec-21,,2.344,,,,,,,,2.808,,
3007,US-2014-170875,1-Jan-22,,2.344,,,,,,,,2.808,,
3008,US-2014-170876,2-Jan-22,,2.344,,,,,,,,2.808,,
3009,US-2014-170877,3-Jan-22,,2.344,,,,,,,,2.808,,
3010,US-2014-170878,4-Jan-22,,2.344,,,,,,,,2.808,,
3011,US-2014-170879,5-Jan-22,,2.344,,,,,,,,2.808,,
3012,US-2014-170880,6-Jan-22,,2.344,,,,,,,,2.808,,
3013,US-2014-170881,7-Jan-22,,2.344,,,,,,,,2.808,,
3014,US-2014-170882,8-Jan-22,,2.344,,,,,,,,2.808,,
3015,US-2014-170883,9-Jan-22,,2.344,,,,,,,,2.808,,
3016,US-2014-170884,10-Jan-22,,2.344,,,,,,,,2.808,,
3017,US-2014-170885,11-Jan-22,,2.344,,,,,,,,2.808,,
3018,US-2014-170886,12-Jan-22,,2.344,,,,,,,,2.808,,
3019,US-2014-170887,13-Jan-22,,2.344,,,,,,,,2.808,,
3020,US-2014-170888,14-Jan-22,,2.344,,,,,,,,2.808,,
3021,US-2014-170889,15-Jan-22,,2.344,,,,,,,,2.808,,
3022,US-2014-170890,16-Jan-22,,2.344,,,,,,,,2.808,,
3023,US-2014-170891,17-Jan-22,,2.344,,,,,,,,2.808,,
3024,US-2014-170892,18-Jan-22,,2.344,,,,,,,,2.808,,
3025,US-2014-170893,19-Jan-22,,2.344,,,,,,,,2.808,,
3026,US-2014-170894,20-Jan-22,,2.344,,,,,,,,2.808,,
3027,US-2014-170895,21-Jan-22,,2.344,,,,,,,,2.808,,
3028,US-2014-170896,22-Jan-22,,2.344,,,,,,,,2.808,,
3029,US-2014-170897,23-Jan-22,,2.344,,,,,,,,2.808,,
3030,US-2014-170898,24-Jan-22,,2.344,,,,,,,,2.808,,
3031,US-2014-170899,25-Jan-22,,2.344,,,,,,,,2.808,,
3032,US-2014-170900,26-Jan-22,,2.344,,,,,,,,2.808,,
3033,US-2014-170901,27-Jan-22,,2.344,,,,,,,,2.808,,
3034,US-2014-170902,28-Jan-22,,2.344,,,,,,,,2.808,,
3035,US-2014-170903,29-Jan-22,,2.344,,,,,,,,2.808,,
3036,US-2014-170904,30-Jan-22,,2.344,,,,,,,,2.808,,
3037,US-2014-170905,31-Jan-22,,2.344,,,,,,,,2.808,,
3038,US-2014-170906,1-Feb-22,,2.344,,,,,,,,2.808,,
3039,US-2014-170907,2-Feb-22,,2.344,,,,,,,,2.808,,
3040,US-2014-170908,3-Feb-22,,2.344,,,,,,,,2.808,,
3041,US-2014-170909,4-Feb-22,,2.344,,,,,,,,2.808,,
3042,US-2014-170910,5-Feb-22,,2.344,,,,,,,,2.808,,
3043,US-2014-170911,6-Feb-22,,2.344,,,,,,,,2.808,,
3044,US-2014-170912,7-Feb-22,,2.344,,,,,,,,2.808,,
3045,US-2014-170913,8-Feb-22,,2.344,,,,,,,,2.808,,
3046,US-2014-170914,9-Feb-22,,2.344,,,,,,,,2.808,,
3047,US-2014-170915,10-Feb-22,,2.344,,,,,,,,2.808,,
3048,US-2014-170916,11-Feb-22,,2.344,,,,,,,,2.808,,
3049,US-2014-170917,12-Feb-22,,2.344,,,,,,,,2.808,,
3050,US-2014-170918,13-Feb-22,,2.344,,,,,,,,2.808,,
3051,US-2014-170919,14-Feb-22,,2.344,,,,,,,,2.808,,
3052,US-2014-170920,15-Feb-22,,2.344,,,,,,,,2.808,,
3053,US-2014-170921,16-Feb-22,,2.344,,,,,,,,2.808,,
3054,US-2014-170922,17-Feb-22,,2.344,,,,,,,,2.808,,
3055,US-2014-170923,18-Feb-22,,2.344,,,,,,,,2.808,,
3056,US-2014-170924,19-Feb-22,,2.344,,,,,,,,2.808,,
3057,US-2014-170925,20-Feb-22,,2.344,,,,,,,,2.808,,
3058,US-2014-170926,21-Feb-22,,2.344,,,,,,,,2.808,,
3059,US-2014-170927,22-Feb-22,,2.344,,,,,,,,2.808,,
3060,US-2014-170928,23-Feb-22,,2.344,,,,,,,,2.808,,
3061,US-2014-170929,24-Feb-22,,2.344,,,,,,,,2.808,,
3062,US-2014-170930,25-Feb-22,,2.344,,,,,,,,2.808,,
3063,US-2014-170931,26-Feb-22,,2.344,,,,,,,,2.808,,
3064,US-2014-170932,27-Feb-22,,2.344,,,,,,,,2.808,,
3065,US-2014-170933,28-Feb-22,,2.344,,,,,,,,2.808,,
3066,US-2014-170934,1-Mar-22,,2.344,,,,,,,,2.808,,
3067,US-2014-170935,2-Mar-22,,2.344,,,,,,,,2.808,,
3068,US-2014-170936,3-Mar-22,,2.344,,,,,,,,2.808,,
3069,US-2014-170937,4-Mar-22,,2.344,,,,,,,,2.808,,
3070,US-2014-170938,5-Mar-22,,2.344,,,,,,,,2.808,,
3071,US-2014-170939,6-Mar-22,,2.344,,,,,,,,2.808,,
3072,US-2014-170940,7-Mar-22,,2.344,,,,,,,,2.808,,
3073,US-2014-170941,8-Mar-22,,2.344,,,,,,,,2.808,,
3074,US-2014-170942,9-Mar-22,,2.344,,,,,,,,2.808,,
3075,US-2014-170943,10-Mar-22,,2.344,,,,,,,,2.808,,
3076,US-2014-170944,11-Mar-22,,2.344,,,,,,,,2.808,,
3077,US-2014-170945,12-Mar-22,,2.344,,,,,,,,2.808,,
3078,US-2014-170946,13-Mar-22,,2.344,,,,,,,,2.808,,
3079,US-2014-170947,14-Mar-22,,2.344,,,,,,,,2.808,,
3080,US-2014-170948,15-Mar-22,,2.344,,,,,,,,2.808,,
3081,US-2014-170949,16-Mar-22,,2.344,,,,,,,,2.808,,
3082,US-2014-170950,17-Mar-22,,2.344,,,,,,,,2.808,,
3083,US-2014-170951,18-Mar-22,,2.344,,,,,,,,2.808,,
3084,US-2014-170952,19-Mar-22,,2.344,,,,,,,,2.808,,
3085,US-2014-170953,20-Mar-22,,2.344,,,,,,,,2.808,,
3086,US-2014-170954,21-Mar-22,,2.344,,,,,,,,2.808,,
3087,US-2014-170955,22-Mar-22,,2.344,,,,,,,,2.808,,
3088,US-2014-170956,23-Mar-22,,2.344,,,,,,,,2.808,,
3089,US-2014-170957,24-Mar-22,,2.344,,,,,,,,2.808,,
3090,US-2014-170958,25-Mar-22,,2.344,,,,,,,,2.808,,
3091,US-2014-170959,26-Mar-22,,2.344,,,,,,,,2.808,,
3092,US-2014-170960,27-Mar-22,,2.344,,,,,,,,2.808,,
3093,US-2014-170961,28-Mar-22,,2.344,,,,,,,,2.808,,
3094,US-2014-170962,29-Mar-22,,2.344,,,,,,,,2.808,,
3095,US-2014-170963,30-Mar-22,,2.344,,,,,,,,2.808,,
3096,US-2014-170964,31-Mar-22,,2.344,,,,,,,,2.808,,
3097,US-2014-170965,1-Apr-22,,2.344,,,,,,,,2.808,,
3098,US-2014-170966,2-Apr-22,,2.344,,,,,,,,2.808,,
3099,US-2014-170967,3-Apr-22,,2.344,,,,,,,,2.808,,
3100,US-2014-170968,4-Apr-22,,2.344,,,,,,,,2.808,,
